HSN Code,Description
28332210,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OF ALUMINIUM : ALUMINIUM SULPHATE (IRON FREE)
28332290,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OF ALUMINIUM : OTHER
28332300,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : OF CHROMIUM
28332400,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : OF NICKEL
28332500,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : OF COPPER
28332610,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OF ZINC : AGRICULTURAL GRADE ZINC SULPHATE ORDINARILY USED AS MICRONUTRIENT
28332690,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OF ZINC : OTHER
28332700,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : OF BARIUM
28332910,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : FERROUS SULPHATE
28332920,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : MERCURIC SULPHATE
28332930,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : QUINIDINE SULPHATE
28332940,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : MANGANESE SULPHATE
28332950,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : STRONTIUM SULPHATE
28332990,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : OTHER
28333010,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - ALUMS: AMMONIUM ALUM
28333020,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - ALUMS: FERRIC AMMONIUM ALUM
28333030,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - ALUMS: POTASH ALUM
28333090,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - ALUMS: OTHER
28334000,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - PEROXOSULPHATES (PERSULPHATES)
28341010,NITRITES; NITRATES - NITRITES : SODIUM NITRITE
28341090,NITRITES; NITRATES - NITRITES : OTHER
28342100,NITRITES; NITRATES - NITRATES: OF POTASSIUM
28342910,NITRITES; NITRATES - NITRATES: - OTHER : STRONTIUM NITRATE
28342920,NITRITES; NITRATES - NITRATES: - OTHER : MAGNESIUM NITRATE
28342930,NITRITES; NITRATES - NITRATES: - OTHER : BARIUM NITRATE
28342990,NITRITES; NITRATES - NITRATES: - OTHER : OTHER
28351010,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED PHOSPHINATES (HYPOPHOSPHITES) AND PHOSPHONATES (PHOSPHITES) : CALCIUM HYPOPHOSPHITE"
28351020,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED PHOSPHINATES (HYPOPHOSPHITES) AND PHOSPHONATES (PHOSPHITES) : MAGNESIUM HYPOPHOSPHITE"
28351090,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED PHOSPHINATES (HYPOPHOSPHITES) AND PHOSPHONATES (PHOSPHITES) :OTHER"
28352200,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : OF MONO-OR DISODIUM"
28352300,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : OF TRISODIUM"
28352400,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : OF POTASSIUM"
28352500,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : CALCIUM HYDROGENORTHOPHOSPHATE (""DICALCIUM PHOSPHATE"")"
28352610,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER PHOSPHATES OF CALCIUM : CALCIUM MONOBASIC PHOSPHATE"
28352620,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER PHOSPHATES OF CALCIUM : CALCIUM TRIBASIC PHOSPHATE"
28352690,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER PHOSPHATES OF CALCIUM : OTHER"
28352910,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER : MAGNESIUM PHOSPHATE, MONOBASIC"
28352920,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER : MAGNESIUM PHOSPHATE, DIBASIC"
28352930,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER : MAGNESIUM PHOSPHATE, TRIBASIC"
28352940,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER : SODIUM HEXAMETAPHOSPHATE"
28352990,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER : OTHER"
28353100,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - POLYPHOSPHATES : SODIUM TRIPHOSPHATE (SODIUM TRIPOLY- PHOSPHATE)"
28353900,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - POLYPHOSPHATES : OTHER"
28361000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE COMMERCIAL AMMONIUM CARBONATE AND OTHER AMMONIUM CARBONATES
28362010,"CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - DISODIUM CARBONATE : DISODIUM CARBONATE, DENSE"
28362020,"CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - DISODIUM CARBONATE : DISODIUM CARBONATE, LIGHT"
28362090,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - DISODIUM CARBONATE : OTHER
28363000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE SODIUM HYDROGENCARBONATE (SODIUM BICARBONATE)
28364000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE POTASSIUM CARBONATES
28365000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE CALCIUM CARBONATE
28366000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE BARIUM CARBONATE
28367000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE LEAD CARBONATE
28369100,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : LITHIUM CARBONATES
28369200,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : STRONTIUM CARBONATE
28369910,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : - OTHER : PERCARBONATES
28369920,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : - OTHER : MAGNESIUM CARBONATE
28369930,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : - OTHER : ALUMINIUM BICARBONATE
28369990,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : - OTHER : OTHER
28371100,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - CYANIDES AND CYANIDE OXIDES : OF SODIUM"
28371910,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - CYANIDES AND CYANIDE OXIDES : - OTHER : POTASSIUM CYANIDE"
28371920,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - CYANIDES AND CYANIDE OXIDES : - OTHER : DOUBLE CYANIDE OF POTASSIUM AND SODIUM"
28371990,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - CYANIDES AND CYANIDE OXIDES : - OTHER : OTHER"
28372010,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : AMMONIUM SULPHOCYANIDE"
28372020,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : POTASSIUM FERRICYANIDE"
28372030,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : POTASSIUM FERROCYANIDE"
28372040,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : SODIUM FERROCYANIDE"
28372050,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : SODIUM NITROPRUSSIDE (SODIUM NITROFERRICYANIDE)"
28372090,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : OTHER"
28380010,"FULMINATES, CYANATES AND THIOCYANATES - FULMINATES, CYANATES AND THIOCYANATES : FULMINATES"
28380020,"FULMINATES, CYANATES AND THIOCYANATES - FULMINATES, CYANATES AND THIOCYANATES : CYANATES"
28380030,"FULMINATES, CYANATES AND THIOCYANATES - FULMINATES, CYANATES AND THIOCYANATES : THIOCYANATES"
28391100,SILICATES; COMMERCIAL ALKALI METAL SILICATES - OF SODIUM : SODIUM METASILICATES
28391900,SILICATES; COMMERCIAL ALKALI METAL SILICATES - OF SODIUM : OTHER
28392000,SILICATES; COMMERCIAL ALKALI METAL SILICATES - OF POTASSIUM
28399010,SILICATES; COMMERCIAL ALKALI METAL SILICATES - OTHER : MAGNESIUM TRISILICATE
28399090,SILICATES; COMMERCIAL ALKALI METAL SILICATES - OTHER : OTHER
28401100,BORATES; PEROXOBORATES (PERBORATES) - DISODIUM TETRABORATE (REFINED BORAX) : ANHYDROUS
28401900,BORATES; PEROXOBORATES (PERBORATES) - DISODIUM TETRABORATE (REFINED BORAX) : OTHER
28402010,BORATES; PEROXOBORATES (PERBORATES) - OTHER BORATES : MAGNESIUM BORATE
28402090,BORATES; PEROXOBORATES (PERBORATES) - OTHER BORATES : OTHER
28403000,BORATES; PEROXOBORATES (PERBORATES) PEROXOBORATES (PERBORATES)
28411010,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - ALUMINATES : SODIUM ALUMINATE
28411090,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - ALUMINATES : OTHER
28412010,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - CHROMATES OF ZINC OR OF LEAD : CHROMATES OF ZINC
28412020,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - CHROMATES OF ZINC OR OF LEAD : CHROMATES OF LEAD
28413000,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS SODIUM DICHROMATE
28415010,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - OTHER CHROMATES AND DICHROMATES; PEROXOCHROMATES : SODIUM CHROMATE
28415090,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - OTHER CHROMATES AND DICHROMATES; PEROXOCHROMATES : OTHER
28416100,"SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - MANGANITES, MANGANATES AND PERMANGANATES : POTASSIUM PERMANGANATE"
28416900,"SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - MANGANITES, MANGANATES AND PERMANGANATES : OTHER"
28417010,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - MOLYBDATES : ALUMINIUM MOLYBDATE
28417020,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - MOLYBDATES : SODIUM MOLYBDATE
28417090,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - MOLYBDATES : OTHER
28418010,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - TUNGSTATES (WOLFRAMATES) : SODIUM TUNGSTATE
28418020,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - TUNGSTATES (WOLFRAMATES) : MAGNESIUM TUNGSTATE
28418090,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - TUNGSTATES (WOLFRAMATES) : OTHER
28419000,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - OTHER
28421000,"OTHER SALTS OF INORGANIC ACIDS OR PEROXOACIDS, (INCLUDING ALUMINOSILICATES, WHETHER OR NOT CHEMICALLY DEFINED), OTHER THAN AZIDES -DOUBLE OR COMPLEX SILICATES, INCLUDING ALUMINOSILICATES, WHETHER OR NOT CHEMICALLY DEFINED"
28429010,"OTHER SALTS OF INORGANIC ACIDS OR PEROXOACIDS, (INCLUDING ALUMINOSILICATES, WHETHER OR NOT CHEMICALLY DEFINED), OTHER THAN AZIDES - OTHER : ARSENITES AND ARSENATES"
28429020,"OTHER SALTS OF INORGANIC ACIDS OR PEROXOACIDS, (INCLUDING ALUMINOSILICATES, WHETHER OR NOT CHEMICALLY DEFINED), OTHER THAN AZIDES - OTHER : BICHROMATES AND DICHROMATES"
28429090,"OTHER SALTS OF INORGANIC ACIDS OR PEROXOACIDS, (INCLUDING ALUMINOSILICATES, WHETHER OR NOT CHEMICALLY DEFINED), OTHER THAN AZIDES - OTHER : OTHER"
28431010,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - COLLOIDAL PRECIOUS METALS : OF GOLD"
28431020,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - COLLOIDAL PRECIOUS METALS : OF SILVER"
28431090,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - COLLOIDAL PRECIOUS METALS : OTHER"
28432100,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - SILVER COMPOUNDS : SILVER NITRATE"
28432900,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - SILVER COMPOUNDS : OTHER"
28433000,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - GOLD COMPOUNDS"
28439011,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - OTHER COMPOUNDS; AMALGAMS : - OTHER COMPOUNDS : SODIUM AUROUS THIOSULPHATE"
28439012,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - OTHER COMPOUNDS; AMALGAMS : - OTHER COMPOUNDS : NOBLE METAL SOLUTIONS OF PLATINUM, RHODIUM AND PALLADIUM"
28439019,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - OTHER COMPOUNDS; AMALGAMS : - OTHER COMPOUNDS : OTHER"
28439020,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - OTHER COMPOUNDS; AMALGAMS : AMALGAMS"
28441000,"RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - NATURAL URANIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING NATURAL URANIUM OR NATURAL URANIUM COMPOUNDS"
28442000,"RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM ENRICHED IN U235 AND ITS COMPOUNDS; PLUTONIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING URANIUM ENRICHED IN U235, PLUTONIUM OR COMPOUNDS OF THESE PRODUCTS"
28443010,"RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING URANIUM DEPLETED IN U235, THORIUM OR COMPOUNDS OF THESE PRODUCTS : URANIUM DEPLETED IN U235 AND THORIUM AND THEIR ALLOYS, UNWROUGHT OR WROUGHT AND COMPOUNDS THEREOF"
28443021,"RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING URANIUM DEPLETED IN U235, THORIUM OR COMPOUNDS OF THESE PRODUCTS : - COMPOUNDS OF THORIUM OR OF URANIUM DEPLETED IN U235 : THORIUM OXIDE"
28443022,"RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING URANIUM DEPLETED IN U235, THORIUM OR COMPOUNDS OF THESE PRODUCTS : - COMPOUNDS OF THORIUM OR OF URANIUM DEPLETED IN U235 : THORIUM HYDROXIDE"
28443023,"RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING URANIUM DEPLETED IN U235, THORIUM OR COMPOUNDS OF THESE PRODUCTS : - COMPOUNDS OF THORIUM OR OF URANIUM DEPLETED IN U235 : THORIUM NITRATE"
28443029,"RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING URANIUM DEPLETED IN U235, THORIUM OR COMPOUNDS OF THESE PRODUCTS : - COMPOUNDS OF THORIUM OR OF URANIUM DEPLETED IN U235 : OTHER"
28443030,"RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING URANIUM DEPLETED IN U235, THORIUM OR COMPOUNDS OF THESE PRODUCTS : WASTE AND SCRAP OF URANIUM DEPLETED IN U235 OR OF THORIUM"
28443090,"RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING URANIUM DEPLETED IN U235, THORIUM OR COMPOUNDS OF THESE PRODUCTS : OTHER"
28444000,"RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - RADIOACTIVE ELEMENTS AND ISOTOPES AND COMPOUNDS OTHER THAN THOSE OF SUBHEADINGS 2844 10, 2844 20 OR 2844 30; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING THESE ELEMENTS, ISOTOPES OR COMPOUNDS; RADIOACTIVE RESIDUES"
28445000,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - SPENT (IRRADIATED) FUEL ELEMENTS (CARTRIDGES) OF NUCLEAR REACTORS
28451000,"ISOTOPES OTHER THAN THOSE OF HEADING 2844; COMPOUNDS, INORGANIC OR ORGANIC, OF SUCH ISOTOPES, WHETHER OR NOT CHEMICALLY DEFINED -HEAVY WATER (DEUTERIUM OXIDE)"
28459010,"ISOTOPES OTHER THAN THOSE OF HEADING 2844; COMPOUNDS, INORGANIC OR ORGANIC, OF SUCH ISOTOPES, WHETHER OR NOT CHEMICALLY DEFINED - OTHER : NUCLEAR FUELS NOT ELSEWHERE INCLUDED OR SPECIFIED"
28459090,"ISOTOPES OTHER THAN THOSE OF HEADING 2844; COMPOUNDS, INORGANIC OR ORGANIC, OF SUCH ISOTOPES, WHETHER OR NOT CHEMICALLY DEFINED - OTHER : OTHER"
28461010,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - CERIUM COMPOUNDS : CERIUM OXIDES"
28461090,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - CERIUM COMPOUNDS : OTHER"
28469010,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - OTHER : RARE-EARTH OXIDES NOT ELSEWHERE INCLUDED OR SPECIFIED"
28469020,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - OTHER : RARE-EARTH FLUORIDES NOT ELSEWHERE INCLUDED OR SPECIFIED"
28469030,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - OTHER : RARE-EARTH CHLORIDES NOT ELSEWHERE INCLUDED OR SPECIFIED"
28469090,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - OTHER : OTHER"
28470000,"HYDROGEN PEROXIDE, WHETHER OR NOT SOLIDIFIED WITH UREA"
